11/25,Appalachian State,55,Georgia Southern,27
11/25,Arizona State,23,Arizona,59
11/25,Auburn,24,Alabama,27
11/25,Ball State,15,Miami (Ohio),17
11/25,Baylor,31,West Virginia,34
11/25,Central Florida,27,Houston,13
11/25,Cincinnati,16,Kansas,49
11/25,Coastal Carolina,14,James Madison,56
11/25,Duke,30,Pittsburgh,19
11/25,East Carolina,27,Tulsa,29
11/25,Florida,15,Florida State,24
11/25,Florida International,28,Western Kentucky,41
11/25,Georgia Tech,23,Georgia,31
11/25,Hawaii,27,Colorado State,24
11/25,Illinois,43,Northwestern,45
11/25,Kansas State,35,Iowa State,42
11/25,Kent State,27,Northern Illinois,37
11/25,Louisiana,52,Louisiana-Monroe,21
11/25,Louisiana State,42,Texas A&M,30
11/25,Louisville,31,Kentucky,38
11/25,Marshall,35,Arkansas State,21
11/25,Massachusetts,18,Connecticut,31
11/25,Michigan,30,Ohio State,24
11/25,Minnesota,14,Wisconsin,28
11/25,Nevada,6,Wyoming,42
11/25,Nevada-Las Vegas,31,San Jose State,37
11/25,New Mexico State,23,Jacksonville State,20
11/25,North Carolina State,39,North Carolina,20
11/25,North Texas,45,Alabama-Birmingham,42
11/25,Oklahoma State,40,Brigham Young,34
11/25,Old Dominion,25,Georgia State,24
11/25,Purdue,35,Indiana,31
11/25,Rice,24,Florida Atlantic,21
11/25,Rutgers,24,Maryland,42
11/25,Sam Houston State,23,Middle Tennessee State,20
11/25,San Diego State,33,Fresno State,18
11/25,South Carolina,7,Clemson,16
11/25,South Florida,48,Charlotte,14
11/25,Southern Methodist,59,Navy,14
11/25,Southern Mississippi,17,Troy,35
11/25,Stanford,23,Notre Dame,56
11/25,Syracuse,35,Wake Forest,31
11/25,Tennessee,48,Vanderbilt,24
11/25,Texas State,52,South Alabama,44
11/25,Texas-El Paso,28,Liberty,42
11/25,UCLA,7,California,33
11/25,Utah,23,Colorado,17
11/25,Virginia,17,Virginia Tech,55
11/25,Washington,24,Washington State,21
12/9,Navy,11,Army,17
